楽曲ID,難易度ID,ID_DifN,ノーツ数,譜面再生時間,累計基礎係数,s1係数,s2係数,s3係数,s4係数,s5係数,s6係数,s外係数,s6前s外係数,s1始点,s1終点,s2始点,s2終点,s3始点,s3終点,s4始点,s4終点,s5始点,s5終点,s6始点,s6終点,SF始点,SF終点,s1係数(CB無),s2係数(CB無),s3係数(CB無),s4係数(CB無),s5係数(CB無),s6係数(CB無),s外係数(CB無)
326,4,326_4,1072,167.04,950.7,34.8,22.934,33.28,31.906,38.413,40.766,797.107,664.39,43,79,183,227,404,439,634,659,760,797,913,951,749,855,34.8,22.6,32,30.1,35.9,37.4,757.9
326,5,326_5,1340,167.04,1264,43.8,39.176,49.77,49.032,51.607,55.88,1054.277,892.137,46,91,272,310,505,546,802,844,965,1005,1144,1187,948,1081,43.8,38.3,47.4,45.4,47.3,50.8,991
327,1,327_1,413,150.48649,176.3,4,5.4,9.09,4.747,7.446,8.24,139.928,121.352,33,36,49,66,128,135,190,200,269,287,338,345,266,305,4,5.4,9,4.7,7.3,8,137.9
327,2,327_2,549,150.48649,332,9,9.696,11.22,9.875,13.601,13.52,272.985,233.749,89,96,136,149,218,227,297,311,382,405,465,477,377,429,9,9.6,11,9.6,13.2,13,266.6
327,3,327_3,939,150.48649,665.1,12.221,17.698,18.512,26.288,28.355,24.408,569.432,507.512,124,163,270,307,436,460,551,611,741,763,848,871,732,825,12.1,17.3,17.8,25,26.5,22.6,543.8
327,4,327_4,1321,150.48649,1171.5,25.534,33.176,34.026,51.866,54.78,46.42,1001.809,894.669,169,248,413,455,611,652,782,831,1005,1046,1189,1228,986,1116,25.1,31.9,32.1,48.2,49.8,42.2,942.2
327,5,327_5,1441,150.48649,1443.8,37.434,45.136,46.216,50.976,71.72,57.42,1230.12,1107.14,202,271,442,480,636,684,820,868,1060,1107,1263,1312,1042,1185,36.7,43.4,43.6,47.2,65.2,52.2,1155.5
328,1,328_1,497,150.54545,204.9,5,11.716,5.963,6.939,10.609,5.2,163.319,141.167,45,49,127,142,173,204,281,303,333,345,405,409,326,373,5,11.6,5.9,6.8,10.3,5,160.3
328,2,328_2,574,150.54545,399.4,12.2,19.482,6.019,10.918,17.68,16.848,325.929,278.625,63,85,215,233,270,301,360,375,417,431,476,491,408,464,12.2,19.1,5.9,10.6,17,16.2,318.4
328,3,328_3,951,150.54545,883.6,26.159,33.681,21.84,26.04,34.117,33.792,747.077,616.73,131,166,323,360,438,458,542,573,678,706,791,821,663,757,25.9,32.7,21,24.8,32.1,31.4,715.7
328,4,328_4,1491,150.54545,1437,45.118,58.17,22.39,40.176,54.01,60.06,1248.851,1023.681,188,251,512,567,693,713,833,880,1030,1074,1206,1263,1006,1155,44.3,55.4,21,37.2,49.1,54.6,1175.4
328,5,328_5,1626,150.54545,1741.7,53.856,69.51,65.27,51.781,75.9,68.2,1474.25,1211.13,214,270,516,583,729,768,883,937,1118,1176,1338,1395,1090,1251,52.8,66.2,61,47.7,69,62,1383
329,1,329_1,451,126.77157,185.7,6,5.1,8.06,8.08,4.488,12.001,145.074,90.181,7,12,42,47,99,106,165,172,243,268,296,313,294,337,6,5.1,8,8,4.4,11.7,142.5
329,2,329_2,596,126.77157,373.1,12.6,9.1,12.423,18.564,7.622,23.88,297.879,182.731,22,39,68,77,141,164,220,239,329,348,385,418,381,439,11.6,9.1,12.3,18.2,7.4,23.1,291.4
329,3,329_3,1121,126.77157,849.7,33.711,34.869,33.269,31.08,17.227,65.124,679.884,424.296,76,131,183,224,332,385,510,567,726,751,813,859,806,917,32.5,34.3,32.3,29.6,16.1,60.3,644.6
329,4,329_4,1539,126.77157,1355.8,59.731,69.768,75.564,70.945,24.33,109.34,1030.536,697.566,72,143,211,277,443,505,686,739,954,1005,1102,1166,1090,1242,57.4,68.4,71.6,66.5,22.3,99.4,970.2
329,5,329_5,2015,126.77157,1866.1,83.102,79.199,79.76,82.625,34.1,132.44,1505.449,1028.159,87,172,247,320,544,613,858,923,1215,1308,1482,1581,1466,1666,80.4,77.4,74.8,76.3,31,120.4,1405.8
330,1,330_1,254,142.08,124.7,3,4.1,6.6,7.333,7.373,6.426,90.752,76.88,5,7,13,26,63,74,98,106,126,134,208,216,61,84,3,4.1,6.6,7.3,7.3,6.3,90.1
330,2,330_2,305,142.08,202.2,6.3,6.3,8.876,11.11,11.514,11.22,148.923,128.815,9,17,37,45,98,113,146,155,176,188,259,268,94,123,6.3,6.3,8.8,11,11.4,11,147.4
330,3,330_3,546,142.08,497.6,16.5,19.381,19.584,21.733,22.763,15.62,393.457,338.827,27,47,89,109,228,247,306,325,367,387,490,502,220,273,16.5,19.3,19.2,21.1,22.1,15,384.4
330,4,330_4,1006,142.08,902.8,25.1,30.199,30.472,43.89,33.082,32.338,749.466,659.312,54,88,158,193,404,442,554,592,671,701,885,919,388,487,25.1,29.9,29.3,41.8,31.2,29.8,715.7
330,5,330_5,1097,142.08,1002.3,30.6,43.389,32.344,46.232,36.059,34.564,829.558,728.308,65,100,181,222,430,475,596,636,722,759,965,1002,412,520,30.6,42.7,31.1,43.7,33.7,31.7,788.8
331,1,331_1,339,138.51429,154.4,4,4,9,5.151,4.964,8.16,120.778,82.054,22,25,39,42,72,79,113,136,185,206,245,252,243,274,4,4,9,5.1,4.9,8,119.4
331,2,331_2,539,138.51429,278.6,15,9.716,15.251,6.018,8.446,15.912,214.166,151.076,41,53,92,116,158,181,230,261,333,349,416,433,411,463,15,9.7,15.1,5.9,8.2,15.3,209.4
331,3,331_3,839,139.88571,502.9,18.3,15.049,24.786,9.785,19.463,32.86,401.354,283.693,61,79,131,162,234,268,359,390,476,506,632,655,626,708,18.3,14.9,24.3,9.5,18.7,31,386.2
331,4,331_4,1139,139.88571,788.4,26.481,28.366,28.84,17.368,23.402,45.468,658.568,470.21,73,109,190,225,307,332,448,488,581,618,853,885,843,954,26.4,27.9,28,16.7,22.2,42.1,625.1
331,5,331_5,1339,139.88571,1105.2,36.461,34.22,42.016,16.324,31.258,59.948,955.652,624.862,116,158,259,305,412,462,623,668,795,824,980,1029,968,1100,36.1,33.5,40.4,15.4,29,54.7,896.1
332,1,332_1,154,110.11765,64.5,2,2,2,4.3,3.31,3.333,47.728,39.143,19,20,23,24,26,27,43,49,87,101,117,131,42,56,2,2,2,4.3,3.3,3.3,47.6
332,2,332_2,221,110.11765,114.1,4,4,4.9,8.181,5.656,8.282,79.891,69.523,32,35,39,42,46,58,104,112,151,161,172,181,102,123,4,4,4.9,8.1,5.6,8.2,79.3
332,3,332_3,406,110.11765,249.8,11.8,18.873,12.322,17.238,10.094,14.317,169.485,150.482,36,63,86,110,135,155,219,243,331,347,367,382,213,251,11.8,18.8,12.2,16.9,9.8,13.9,166.4
332,4,332_4,596,110.11765,493.1,27.5,26.664,25.352,35.4,14.04,21,354.762,324.942,52,82,112,140,171,201,296,327,444,470,505,528,289,345,27.5,26.4,25.1,34.4,13.5,20,346.2
332,5,332_5,625,110.11765,553.9,28.3,27.876,27.526,38.316,25.792,32.025,388.175,359.299,52,81,113,144,175,207,304,334,462,492,528,556,297,357,28.3,27.6,27.2,37.2,24.8,30.5,378.3
333,1,333_1,449,134.31193,179,5,5,5.454,10.506,6.936,8.549,141.044,102.453,57,61,80,84,149,157,203,214,260,282,365,384,363,406,5,5,5.4,10.3,6.8,8.3,138.2
333,2,333_2,762,134.31193,292,10,8.888,12.78,11.291,13.312,21.498,223.14,175.511,38,47,101,134,192,218,289,326,451,479,600,630,593,667,10,8.8,12.6,11,12.8,20.3,216.5
333,3,333_3,1067,134.31193,631.8,20.695,29.61,26.476,20.685,18.083,29.063,518.996,398.582,71,112,193,250,374,423,515,554,714,756,899,940,891,995,20.6,29.1,25.6,19.7,16.9,26.7,493.2
333,4,333_4,1341,134.31193,1078,36.803,48.348,47.008,51.622,39.354,62.48,854.485,657.255,82,121,234,284,438,495,609,669,861,915,1090,1134,1081,1213,36.6,47.4,45.2,48.7,36.3,56.8,807
333,5,333_5,1497,134.31193,1273.6,45.754,44.822,55.959,54.272,55.333,72.71,1024.717,781.617,91,136,264,324,489,545,689,746,949,1007,1218,1280,1207,1354,45.4,43.8,53.4,50.8,50.7,66.1,963.4
334,1,334_1,309,118.20896,125.6,4.6,4.8,6.969,4.04,4.59,7.14,94.905,73.912,34,43,74,94,120,134,154,156,202,219,274,280,273,301,4.6,4.8,6.9,4,4.5,7,93.8
334,2,334_2,401,118.20896,281,9.6,12.221,24.24,10.914,8.67,16.48,203.37,154.621,59,73,106,118,151,167,204,228,255,276,343,356,341,378,9.6,12.1,24,10.7,8.5,16,200.1
334,3,334_3,761,118.20896,513.8,11.399,12.532,43.26,33.072,22.68,40.28,369.691,277.996,96,127,196,228,306,330,411,461,535,560,653,694,649,724,11.3,12.3,42,31.8,21.6,38,356.8
334,4,334_4,992,118.20896,886.5,34.441,42.157,59.592,39.655,34.133,58.921,659.491,516.235,132,171,265,304,406,446,554,614,715,753,861,905,853,951,34.1,41.3,57.3,37.7,31.9,54.5,629.7
334,5,334_5,1100,118.20896,1055.9,41.612,46.259,69.002,69.642,43.046,70.435,772.015,605.885,137,184,291,340,457,504,617,672,785,831,948,1003,939,1048,41.2,45,66.3,64.7,39.9,64.6,734.2
335,1,335_1,400,134.61745,171.4,5,6.8,11.078,5.05,5.304,10.609,130.127,98.094,9,13,43,65,96,115,143,147,269,284,331,343,329,366,5,6.8,11,5,5.2,10.3,128.1
335,2,335_2,483,134.61745,287.4,9.2,6.841,14.645,6.007,7.004,18.54,230.765,181.291,35,63,92,114,148,164,199,230,304,326,383,396,381,427,9.2,6.8,14.5,5.9,6.8,18,226.2
335,3,335_3,693,134.61745,665.8,16.3,14.418,40.086,14.008,13.936,48.51,541.589,400.706,48,84,189,213,271,295,332,359,475,500,558,583,554,622,16.3,14.2,39.3,13.6,13.4,46.2,522.8
335,4,335_4,1022,134.61745,1071.5,37.383,31.11,56.959,31.512,23.886,64.044,879.742,669.48,63,111,248,291,360,400,453,494,682,716,820,859,811,912,37.3,30.5,55.3,30.3,22.4,59.3,836.4
335,5,335_5,1181,134.61745,1202.8,39.326,36.978,67.912,34.125,35.275,76.736,980.75,742.832,69,118,289,333,409,457,523,568,760,809,942,993,932,1049,39.2,36,65.3,32.5,32.9,70.4,926.5
336,1,336_1,225,151.875,121.8,3.5,5,3,7.3,3.03,6.363,94.384,74.353,24,31,54,56,69,71,86,94,126,128,183,191,181,202,3.5,5,3,7.3,3,6.3,93.7
336,2,336_2,446,151.875,303,9,12.12,9.999,12.15,11.22,11.33,242.969,193.605,78,86,120,125,141,158,193,203,271,281,376,386,371,414,9,12,9.9,12,11,11,238.1
336,3,336_3,870,151.875,656.2,23.171,33.962,26.01,19.467,17.61,20.437,542.144,424.518,85,108,167,208,267,290,347,372,498,539,724,750,713,799,23.1,33.6,25.5,18.9,16.8,19.1,519.2
336,4,336_4,1121,151.875,1058.6,28.583,54.06,52.839,29.848,45.156,33.572,870.708,690.122,107,137,215,255,328,371,448,490,645,692,910,954,894,1004,28.3,53,51.3,28.7,42.6,30.8,823.9
336,5,336_5,1247,151.875,1181.5,34.785,62.83,53.456,34.995,49.434,37.95,979.679,794.769,168,214,304,346,426,469,552,603,747,794,1035,1089,1017,1141,34.4,61,51.4,33.3,46.2,34.5,920.7
337,1,337_1,321,138.35294,139.8,5.4,4,9,4.545,5.293,8.466,104.557,81.94,11,28,51,54,92,99,127,153,199,223,254,264,252,282,5.4,4,9,4.5,5.2,8.3,103.4
337,2,337_2,482,138.35294,272,7.2,14.14,14.14,5.508,9.991,12.39,214.04,157.662,37,72,123,136,188,199,243,260,321,354,392,403,389,436,7.2,14,14,5.4,9.7,12,209.7
337,3,337_3,827,138.35294,591.6,21.554,22.856,30.793,6.136,27.3,26.606,478.556,346.449,96,119,176,203,274,310,439,470,534,555,627,659,613,692,21.4,22.6,30.1,5.9,26,25.1,460.5
337,4,337_4,1160,138.35294,899.1,28.28,32.548,40.452,13.279,63.72,42.401,729.732,545.206,116,195,330,366,467,510,679,711,801,839,933,979,919,1033,28,31.6,38.8,12.5,59,38.9,690.3
337,5,337_5,1323,138.35294,1205.9,52.268,51.912,53.008,15.729,62.7,75.13,966.153,728.443,151,206,335,388,489,542,714,759,866,906,1012,1063,996,1125,51.7,50.4,50.6,14.7,58,68.3,912.2
338,1,338_1,249,114.95798,81.8,3.7,4,5.3,3.302,5.353,3.343,57.28,50.64,18,27,31,43,53,69,79,102,158,165,187,210,157,180,3.7,4,5.3,3.3,5.3,3.3,56.9
338,2,338_2,344,114.95798,205.5,8.4,10.271,8.787,12.322,10.404,12.546,145.516,120.158,63,74,97,108,123,137,159,172,255,266,299,312,254,286,8.4,10.2,8.7,12.2,10.2,12.2,143.6
338,3,338_3,452,114.95798,342.4,12.311,18.584,18.7,13.974,19.776,14.216,251.11,222.084,79,102,140,161,188,206,235,254,336,356,396,415,334,378,12.3,18.4,18.5,13.7,19.2,13.7,246.6
338,4,338_4,594,114.95798,509,19.695,24.139,30.804,23.329,23.088,23.835,376.643,333.698,103,126,163,194,226,249,294,322,433,456,516,544,430,489,19.5,23.9,30.2,22.7,22.2,22.7,367.8
338,5,338_5,735,114.95798,612.1,25.654,32.538,38.196,25.452,30.66,26.182,452.697,404.94,129,157,208,247,289,317,372,402,541,571,642,672,538,611,25.4,31.9,37.2,24.7,29.2,24.7,439
339,1,339_1,294,158.11765,133.1,4,4.3,3.3,8.282,8.303,4.08,102.052,92.872,31,34,49,55,75,89,140,149,194,203,236,239,138,166,4,4.3,3.3,8.2,8.2,4,101.1
339,2,339_2,359,158.11765,217.1,10,8.1,6.868,11.211,10.2,11.934,161.367,139.119,37,44,83,91,115,128,177,186,242,251,286,299,173,206,10,8.1,6.8,11.1,10,11.7,159.4
339,3,339_3,644,158.11765,414.3,13.3,6.767,11.628,14.729,14.768,26.25,338.307,295.744,58,71,156,177,231,254,328,351,424,455,547,567,324,386,13.3,6.7,11.4,14.3,14.2,25,329.4
339,4,339_4,875,158.11765,635.2,24.6,17.013,22.099,25.5,30.634,30.388,509.51,447.806,62,89,198,220,291,334,476,502,621,655,760,789,470,557,24.6,16.7,21.5,24.5,28.9,28.4,490.6
339,5,339_5,987,158.11765,863,26.42,28.152,38.716,32.13,42.051,41.04,692.062,622.295,66,102,234,266,372,408,538,571,712,747,851,886,530,625,26.4,27.6,37.5,30.6,39.3,38,663.6
339,6,339_6,855,158.11765,688.9,21.6,24.093,24.506,28.392,23.32,41.944,550.695,495.209,69,89,193,218,291,320,457,486,604,638,733,763,448,532,21.6,23.7,23.9,27.3,22,39.2,531.2
340,1,340_1,372,150.85714,190.1,5.7,5,12.621,5.05,5.05,11.73,147.188,100.512,13,24,57,61,87,103,147,151,182,186,236,251,230,266,5.7,5,12.6,5,5,11.5,145.3
340,2,340_2,524,150.85714,344.4,10.3,14.3,12.928,18.36,9.384,12.36,273.29,191.345,28,39,84,100,141,159,210,223,261,271,352,372,346,396,10.3,14.3,12.8,18,9.2,12,267.8
340,3,340_3,889,150.85714,623.6,23.502,27.022,21.362,28.688,26.225,18.444,501.336,351.26,87,112,190,221,293,320,391,419,488,511,618,647,608,695,22.4,25.6,20.8,26.7,25.1,17.4,485.6
340,4,340_4,1273,150.85714,932.5,35.956,35.557,29.12,50.28,33.598,32.264,767.692,543.867,136,175,292,331,445,480,597,639,731,763,938,981,918,1045,33.6,32.6,28,45.5,31.4,27.6,733.8
340,5,340_5,1491,150.85714,1132.3,42.228,42.333,42.085,64.038,40.284,43.01,928.437,644.967,155,201,324,374,500,546,686,745,841,879,1073,1130,1049,1197,39.8,39.1,40.1,58,37.3,37.1,880.9
341,1,341_1,305,140.8,140.9,5,4,6.6,6.262,7.739,4.08,108.441,100.573,9,12,21,24,75,95,139,155,197,217,269,272,73,100,5,4,6.6,6.2,7.6,4,107.5
341,2,341_2,394,140.8,274.5,8,10,12.423,17.34,11.832,13.39,205.483,182.102,37,43,85,94,159,180,216,224,271,287,334,346,155,193,8,10,12.3,17,11.6,13,202.6
341,3,341_3,737,140.8,646.9,28,21.513,27.295,27.04,27.405,28.62,506.467,456.398,59,80,156,179,342,367,427,447,523,543,612,633,332,404,26,20.3,25.5,26,25.1,25,499
341,4,341_4,1028,140.8,1043.3,44.29,35.088,33.894,39.22,41.944,48.81,847.367,756.205,90,121,219,256,483,525,614,640,747,781,883,917,470,572,40,32.4,31.4,36,37.2,41,825.3
341,5,341_5,1234,140.8,1343.4,55.55,40.92,42.877,55.64,48.515,59.4,1113.88,975.72,110,163,290,336,593,635,734,775,885,934,1050,1105,583,705,52,38.8,39.5,51,42.6,54,1065.5
342,1,342_1,272,145.45455,117.6,3.7,4.7,3,6.363,6.363,3.774,90.658,77.092,21,30,60,69,77,79,140,148,172,180,201,219,136,162,3.7,4.7,3,6.3,6.3,3.7,89.9
342,2,342_2,448,145.45455,220.8,6.2,11.732,10.807,12.342,12.36,8.446,162.791,143.522,27,34,89,104,156,172,260,272,307,318,351,369,252,295,6.2,11.7,9.7,11.1,11,8.2,162.9
342,3,342_3,688,145.45455,399.1,21.3,16.968,14.79,15.331,13.728,17.43,309.998,278.449,56,77,142,177,243,259,394,415,467,490,556,589,379,446,21.3,16.8,13.5,13.8,12.2,16.6,304.9
342,4,342_4,1046,145.45455,724.6,34.904,33.354,28.86,35.45,39.59,33.208,551.106,514.589,84,122,213,245,368,402,595,632,729,765,882,921,570,673,34.7,32.7,26,31.5,36,30.6,533.1
342,5,342_5,1163,145.45455,948.4,37.754,41.922,35.432,54.272,48.6,43.18,736.947,641.327,77,117,207,246,344,388,628,675,811,855,980,1014,593,707,37.6,41.1,32.4,48.2,44,39.5,705.6
343,1,343_1,217,139.84252,121.1,7,3,7,4.242,4.747,6.363,89.397,70.181,19,24,49,51,77,82,107,121,141,151,163,171,161,180,7,3,7,4.2,4.7,6.3,88.9
343,2,343_2,403,139.84252,238.4,11,9.3,14.14,7.23,10.302,12.463,177.567,142.114,20,30,73,84,143,154,198,223,263,280,336,348,332,371,11,9.3,14,7.1,10.1,12.1,174.8
343,3,343_3,726,139.84252,519.9,13.8,21.614,24.48,13.802,19.353,25.334,418.593,329.951,35,64,149,172,264,291,368,393,477,529,613,640,603,674,13.8,21.4,24,13.4,18.5,23.9,404.9
343,4,343_4,1001,139.84252,812.8,33.4,29.492,38.213,29.807,38.372,41.148,639.016,500.459,45,80,171,200,327,368,483,523,644,693,812,854,798,895,33.4,29.2,37.1,28.5,36.2,38.1,610.3
343,5,343_5,1243,139.84252,1144.6,44.461,34.986,53.04,40.598,45.684,59.07,932.572,728.632,62,107,229,273,442,495,650,698,825,870,1022,1075,1000,1124,44.4,34.3,51,38.3,42.3,53.7,880.6
344,1,344_1,448,137,190,6,6.238,12.12,6.12,11.33,6.24,145.614,126.27,63,68,86,120,174,184,227,232,347,357,401,406,343,385,5,6.2,11,5,10,5,147.8
344,2,344_2,534,137,291.4,11.6,7.979,15.789,11.526,15.347,10.4,225.43,189.62,52,68,110,143,188,206,281,294,375,397,471,480,370,422,10.6,7.9,14.6,10.3,13.9,9,225.1
344,3,344_3,1005,137,662.8,25.806,13.02,20.652,27.641,27.791,37.82,540.979,438.716,89,125,192,229,286,330,485,538,676,735,879,902,660,757,24.7,11.8,19.1,24.4,24.1,34,524.7
344,4,344_4,1189,137,1062.4,39.794,31.892,50.232,53,51.84,47.3,849.143,700.863,147,185,268,326,423,465,610,680,826,877,1039,1071,812,927,38.4,29.1,47.3,48,46,42,811.6
344,5,344_5,1269,137,1150.3,39.187,39.532,60.078,60.208,55.861,57.53,905.639,762.199,168,210,299,358,452,507,645,697,874,934,1100,1146,856,980,37.7,36.4,56.7,55.8,50.5,51.3,861.9
345,1,345_1,364,124.09091,110.3,4.04,4.04,4.545,8.466,7.446,4.635,78.873,75.474,130,133,138,141,146,172,223,241,280,298,322,330,222,256,4,4,4.5,8.3,7.3,4.5,77.7
345,2,345_2,384,124.09091,176.3,7,7.474,7.474,12.138,15.3,5.253,124.224,120.825,94,99,106,125,146,165,222,239,273,286,327,350,220,257,7,7.4,7.4,11.9,15,5.1,122.5
345,3,345_3,729,124.09091,330.4,11.526,14.688,15.038,20.58,25.688,8.586,246.723,242.657,223,234,248,283,322,359,527,545,596,620,673,699,524,595,11.3,14.4,14.6,19.6,24.3,8.1,238.1
345,4,345_4,983,124.09091,613.6,18.87,25.544,19.691,46.352,49.931,9.535,472.716,464.204,240,278,320,351,386,431,661,702,787,831,880,922,648,744,18.5,24.8,19,43.7,46.4,8.8,452.4
345,5,345_5,984,124.09091,766.5,26.01,34.332,32.995,44.732,60.688,20.714,583.887,575.375,226,259,296,328,372,408,634,677,774,818,877,923,629,726,25.5,33.4,32,42.2,56.5,19.1,557.8
346,1,346_1,271,143.50515,148.1,5.7,5,5.7,5.05,7.07,8.16,112.821,89.157,13,24,57,61,69,80,113,117,193,199,222,228,191,216,5.7,5,5.7,5,7,8,111.7
346,2,346_2,460,143.50515,383.1,12.1,16.16,12.221,14.28,18.54,18.54,298.457,231.992,25,46,109,122,138,159,222,235,310,324,371,385,306,351,12.1,16,12.1,14,18,18,292.9
346,3,346_3,870,143.50515,821,16.32,37.762,21.889,33.592,36.146,31.351,677.254,526.205,75,102,193,224,274,316,427,455,629,654,734,755,623,709,16.3,37.1,21.4,32.3,34.1,29.3,650.5
346,4,346_4,1125,143.50515,1144.1,25.599,44.184,28.664,56.805,52.002,57.661,941.262,726.621,91,137,272,308,360,403,524,576,751,793,909,952,735,846,25.4,43.2,27.8,54.1,48.6,52.9,892.1
346,5,346_5,1374,143.50515,1487.5,40.447,54.796,46.447,61.586,68.779,69.52,1235.968,984.618,92,144,308,352,396,449,618,671,913,969,1113,1169,899,1033,40.1,53.2,44.7,58.1,63.1,63.2,1165.1
347,1,347_1,216,116,137.2,6,6,6,10.2,6.06,7.07,96.489,63.915,9,14,21,26,38,43,64,75,109,114,121,136,59,79,5,5,5,9.2,5,6,102
347,2,347_2,510,116,293.7,15.8,15.4,17.574,15.708,15.708,10.094,208.175,150.746,34,55,82,100,133,151,204,221,269,287,317,342,199,249,14.8,14.4,16.4,14.4,14.4,9.8,209.5
347,3,347_3,688,116,430.2,24,22.079,19.574,20.669,24.234,18.929,311.578,232.925,39,61,97,126,181,209,294,322,389,415,455,501,287,353,23,20.9,18.3,18.1,22.4,18.2,309.3
347,4,347_4,842,116,698.9,35.51,30.098,35.7,32.813,36.225,43.026,510.718,357.034,63,101,156,192,248,287,382,417,510,548,600,638,373,456,34.5,28.8,34,29.7,33.5,38.6,499.8
347,5,347_5,1007,116,886.6,42.692,40.444,48.226,43.7,47.17,52.002,652.187,447.97,76,121,184,230,294,341,453,502,616,664,728,779,441,540,40.5,37.8,43.9,40,42.5,46.6,635.3
348,1,348_1,177,125.14286,103.7,3,3,4.3,3,4.3,6.363,80.124,58.611,11,13,22,24,30,45,65,67,73,88,147,155,145,161,3,3,4.3,3,4.3,6.3,79.8
348,2,348_2,340,125.14286,230.9,12,10,8.875,12.12,10.504,14.586,165.403,115.536,11,29,71,80,97,112,148,159,182,195,243,259,239,272,12,10,8.8,12,10.4,14.3,163.4
348,3,348_3,555,125.14286,453.3,20.7,19.695,15.122,19.89,17.613,20.28,350.307,252.904,20,45,113,135,179,209,246,268,309,325,404,427,397,451,20.7,19.5,14.9,19.5,17.1,19.5,342.1
348,4,348_4,777,125.14286,765,37.3,28.583,34.986,29.149,33.384,35.181,591.544,426.805,37,74,155,184,247,282,339,368,429,458,576,612,564,639,37.3,28.3,34.3,28.3,32.1,33.4,571.3
348,5,348_5,983,125.14286,1019.4,44.2,42.736,42.951,50.96,37.157,57.031,789.975,555.232,43,86,188,237,320,374,443,490,575,609,741,784,723,820,44.2,42,41.7,49,35.3,53.3,753.9
349,1,349_1,172,97.5,101.8,4,4,5.7,7.321,7.373,8.08,65.845,52.21,32,35,42,45,75,85,94,103,113,122,132,138,92,108,4,4,5.7,7.3,7.3,8,65.5
349,2,349_2,325,97.5,212.2,9,7.5,12.524,15,15.912,19.38,135.576,114.531,35,42,62,73,133,156,188,205,236,252,279,293,179,209,9,7.5,12.4,14.8,15.6,19,133.9
349,3,349_3,565,97.5,465,22,26.866,22.746,27.501,27.611,28.288,319.963,275.041,33,59,115,143,214,244,320,347,381,408,447,477,313,368,22,26.6,22.3,26.7,26.7,27.2,313.5
349,4,349_4,791,97.5,812.4,39.7,42.632,41.818,43.575,44.95,52.13,577.324,476.189,38,77,161,201,316,366,486,526,576,616,674,713,475,554,39.7,42.2,40.6,41.6,42.6,49,556.7
349,5,349_5,851,97.5,921.2,50.551,47.532,41.915,54.81,54.484,54.57,654.449,545.349,57,104,201,249,373,417,517,569,626,668,729,769,506,591,50.5,46.6,40.5,52.2,51.4,51,629
350,1,350_1,191,131.42857,97.7,4.1,3,3,4.1,6.666,5.151,72.181,63.596,19,32,41,43,49,51,71,84,103,114,145,159,101,118,4.1,3,3,4.1,6.6,5.1,71.8
350,2,350_2,304,131.42857,175,4.8,10,6.969,6.06,8.585,8.568,131.933,115.488,31,51,73,81,109,123,148,153,184,196,269,280,180,208,4.8,10,6.9,6,8.5,8.4,130.4
350,3,350_3,609,131.42857,458.2,14.6,18.483,23.96,24.185,18.512,8.715,362.144,330.788,39,67,123,151,200,227,274,302,404,428,553,572,394,453,13.6,18.3,22.5,22.7,17.8,8.3,355
350,4,350_4,904,131.42857,863.8,31.6,42.844,30.865,39.58,50.295,37.635,666.686,581.796,57,93,170,213,276,307,376,414,551,591,791,831,536,626,29.6,41.3,28.2,36.3,47.9,32.9,647.6
350,5,350_5,1003,131.42857,1032.3,33.502,45.76,39.552,48.256,66.25,48.835,800.829,700.687,67,112,189,231,305,346,419,461,618,669,880,922,601,701,31.4,43,36.4,44.4,59.5,43,774.6
351,1,351_1,255,159.42857,143.1,4.4,3.8,6.06,6.363,3.03,6.06,114.683,82.78,30,46,55,65,105,110,130,138,163,165,189,194,104,128,4.4,3.8,6,6.3,3,6,113.6
351,2,351_2,493,159.42857,288.5,6.6,6.565,12.221,11.628,9.588,12.566,235.052,159.829,65,76,117,127,176,188,230,244,271,292,344,357,174,222,6.6,6.5,12.1,11.4,9.4,12.2,230.3
351,3,351_3,712,159.42857,558.5,15.15,15.676,18.36,19.055,31.824,20.475,455.075,323.391,105,119,184,203,265,297,345,365,437,459,531,552,262,330,15,15.5,18,18.5,30.6,19.5,441.4
351,4,351_4,879,159.42857,757.4,15.15,18.156,28.119,24.856,37.38,29.362,633.644,454.104,136,150,222,246,318,353,423,452,526,553,649,680,315,400,15,17.8,27.3,23.9,35.6,27.7,610.1
351,5,351_5,1232,159.42857,1027.2,20.935,28.016,30.16,40.883,51.253,35.251,877.945,609.61,187,230,318,354,446,489,582,625,715,761,890,930,439,561,20.6,27.2,29,38.7,47.9,32.4,831.4
352,1,352_1,221,129.375,99.6,3,3.1,6.5,6.06,3.737,6.363,71.387,60.027,9,11,23,26,74,84,116,121,140,149,163,171,69,89,3,3.1,6.5,6,3.7,6.3,71
352,2,352_2,356,129.375,221.5,6,10,12.928,12.962,8.772,9.528,163.621,147.44,17,22,35,44,126,145,188,207,251,262,295,306,119,153,6,10,12.8,12.8,8.6,9.3,162
352,3,352_3,708,129.375,534.5,25.341,25.221,20.703,13.936,30.769,17.062,417.263,372.186,89,115,179,209,370,389,430,455,492,519,581,616,360,429,25.2,24.9,20.1,13.4,29.4,16.2,405.3
352,4,352_4,1037,129.375,1009.4,49.995,47.284,34.125,44.944,44.405,43.704,791.717,689.615,133,180,274,313,532,566,647,685,751,789,876,918,514,617,49.5,46.2,32.5,42.4,41.5,40.3,757
